Poland,2018,,-0.000200133
Poland,2019,,-0.010207303
Portugal,2015,10358076,-0.414141102
Portugal,2016,10325452,-0.315459017
Portugal,2017,10300300,-0.24388941
Portugal,2018,,-0.160104021
Portugal,2019,,-0.140172577
Puerto Rico,2015,3473166,-1.759208258
Puerto Rico,2016,3406495,-1.93497109
Puerto Rico,2017,3325001,-2.418017622
Puerto Rico,2018,,-4.048391034
Puerto Rico,2019,,0.010646546
Qatar,2015,2565710,4.239996291
Qatar,2016,2654374,3.397360191
Qatar,2017,2724724,2.615829323
Qatar,2018,,2.068684466
Qatar,2019,,1.795285051
Romania,2015,19815481,-0.470052228
Romania,2016,19702332,-0.573660845
Romania,2017,19587491,-0.585281876
Romania,2018,,-0.587536174
Romania,2019,,-0.597497124
Russian Federation,2015,144096870,0.192558642
Russian Federation,2016,144342396,0.170244546
Russian Federation,2017,144496740,0.106871954
Russian Federation,2018,,-0.013066892
Russian Federation,2019,,-0.072234378
Rwanda,2015,11369071,2.542690207
Rwanda,2016,11668818,2.602355764
Rwanda,2017,11980937,2.63966475
Rwanda,2018,,2.644008891
Rwanda,2019,,2.607652645
Samoa,2015,193513,0.669894192
Samoa,2016,194535,0.526740178
Samoa,2017,195352,0.419096403
Samoa,2018,,0.397464519
Samoa,2019,,0.491828867
San Marino,2015,33272,0.978564136
San Marino,2016,33504,0.694863225
San Marino,2017,33671,0.497209807
San Marino,2018,,0.337998424
San Marino,2019,,0.22174597
Sao Tome and Principe,2015,199432,1.875249494
Sao Tome and Principe,2016,203227,1.88502548
Sao Tome and Principe,2017,207089,1.882507166
Sao Tome and Principe,2018,,1.884217354
Sao Tome and Principe,2019,,1.890763323
Saudi Arabia,2015,31717667,2.556784389
Saudi Arabia,2016,32442572,2.259766669
Saudi Arabia,2017,33099147,2.003600072
Saudi Arabia,2018,,1.7988753
Saudi Arabia,2019,,1.673111729
Senegal,2015,14578459,2.80841559
Senegal,2016,14993528,2.807361306
Senegal,2017,15419381,2.800658333
Senegal,2018,,2.78193167
Senegal,2019,,2.749747408
Serbia,2015,7095383,-0.494772574
Serbia,2016,7058322,-0.523694463
Serbia,2017,7020858,-0.532191341
Serbia,2018,,-0.546351969
Serbia,2019,,-0.540353662
Seychelles,2015,93419,2.229795053
Seychelles,2016,94677,1.33763478
Seychelles,2017,95843,1.224033758
Seychelles,2018,,0.954291918
Seychelles,2019,,0.887925293
Sierra Leone,2015,7171914,2.181626694
Sierra Leone,2016,7328838,2.164441213
Sierra Leone,2017,7488431,2.154231955
Sierra Leone,2018,,2.136648208
Sierra Leone,2019,,2.109075252
Singapore,2015,5535002,1.186376937
Singapore,2016,5607283,1.297436099
Singapore,2017,5612253,0.08859547
Singapore,2018,,0.469704299
Singapore,2019,,1.144283307
Sint Maarten (Dutch part),2015,38825,2.980223174
Sint Maarten (Dutch part),2016,39969,2.903978461
Sint Maarten (Dutch part),2017,40574,1.502331373
Sint Maarten (Dutch part),2018,,0.196976476
Sint Maarten (Dutch part),2019,,0.194134259
Slovak Republic,2015,5423801,0.095033879
Slovak Republic,2016,5430798,0.12892233
Slovak Republic,2017,5439232,0.155178996
Slovak Republic,2018,,0.13850816
Slovak Republic,2019,,0.133971298
Slovenia,2015,2063531,0.075190689
Slovenia,2016,2065042,0.073197207
Slovenia,2017,2066388,0.065159039
Slovenia,2018,,0.362584395
Slovenia,2019,,0.675280808
Solomon Islands,2015,603118,2.695347241
Solomon Islands,2016,619437,2.669813517
Solomon Islands,2017,636038,2.6447309
Solomon Islands,2018,,2.610133776
Solomon Islands,2019,,2.565385064
Somalia,2015,13797201,2.74531815
Somalia,2016,14185613,2.776253649
Somalia,2017,14589119,2.80476949
Somalia,2018,,2.831767652
Somalia,2019,,2.855602116
South Africa,2015,55386367,1.528926307
South Africa,2016,56203654,1.464829214
South Africa,2017,57000451,1.40774075
South Africa,2018,,1.357697288
South Africa,2019,,1.338617391
South Sudan,2015,10715658,1.511743983
South Sudan,2016,10832512,1.084594613
South Sudan,2017,10910759,0.719738422
South Sudan,2018,,0.59544157
South Sudan,2019,,0.782224434
Spain,2015,46444832,-0.077588862
Spain,2016,46483569,0.08443015
Spain,2017,46593236,0.234587923
Spain,2018,,0.437982994
Spain,2019,,0.594469675
Sri Lanka,2015,20970000,0.919811027
Sri Lanka,2016,21203000,1.104983619
Sri Lanka,2017,21444000,1.130220486
Sri Lanka,2018,,1.048392958
Sri Lanka,2019,,0.611875946
St. Kitts and Nevis,2015,51203,0.839385199
St. Kitts and Nevis,2016,51625,0.826587613
St. Kitts and Nevis,2017,52045,0.785225662
St. Kitts and Nevis,2018,,0.76957326
St. Kitts and Nevis,2019,,0.752340352
St. Lucia,2015,179126,0.464437831
St. Lucia,2016,180024,0.500070651
St. Lucia,2017,180955,0.515820624
St. Lucia,2018,,0.514822934
St. Lucia,2019,,0.494134202
St. Martin (French part),2015,35858,-0.436882417
St. Martin (French part),2016,36065,0.575617178
St. Martin (French part),2017,36560,1.363188063
St. Martin (French part),2018,,1.907296656
St. Martin (French part),2019,,1.961107678
St. Vincent and the Grenadines,2015,109148,0.263292035
St. Vincent and the Grenadines,2016,109459,0.28452905
St. Vincent and the Grenadines,2017,109827,0.335635057
St. Vincent and the Grenadines,2018,,0.348123622
St. Vincent and the Grenadines,2019,,0.343298993
Sudan,2015,38902950,2.407212277
Sudan,2016,39847440,2.398807904
Sudan,2017,40813396,2.395219858
Sudan,2018,,2.392265265
Sudan,2019,,2.391434033
Suriname,2015,559143,1.053214747
Suriname,2016,564888,1.02258949
Suriname,2017,570496,0.989629209
Suriname,2018,,0.957016885
Suriname,2019,,0.929025561
Sweden,2015,9799186,1.057454686
Sweden,2016,9923085,1.256453985
Sweden,2017,10057698,1.34744506
Sweden,2018,,1.16164516
Sweden,2019,,1.077580381
Switzerland,2015,8282396,1.138337152
Switzerland,2016,8373338,1.092031174
Switzerland,2017,8451840,0.933155889
Switzerland,2018,,0.736633975
Switzerland,2019,,0.708089213
Syrian Arab Republic,2015,17997408,-3.913350021
Syrian Arab Republic,2016,17453933,-3.066273746
Syrian Arab Republic,2017,17068002,-2.235952757
Syrian Arab Republic,2018,,-0.952015452
Syrian Arab Republic,2019,,0.96451174
Tajikistan,2015,8454028,2.408647884
Tajikistan,2016,8663579,2.448490246
Tajikistan,2017,8880268,2.470382009
Tajikistan,2018,,2.453465059
Tajikistan,2019,,2.390546289
Tanzania,2015,51482633,3.00254051
Tanzania,2016,53050790,3.000522906
Tanzania,2017,54663906,2.995388132
Tanzania,2018,,2.981674115
Tanzania,2019,,2.951681673
Thailand,2015,68714511,0.402150718
Thailand,2016,68971331,0.373052587
Thailand,2017,69209858,0.345238362
Thailand,2018,,0.315448259
Thailand,2019,,0.283426556
Timor-Leste,2015,1196302,1.853650827
Timor-Leste,2016,1219288,1.903194981
Timor-Leste,2017,1243261,1.947068453
Timor-Leste,2018,,1.96810074
Timor-Leste,2019,,1.963835583
Togo,2015,7323158,2.560945092
Togo,2016,7509952,2.518741857
Togo,2017,7698475,2.479318302
Togo,2018,,2.445904207
Togo,2019,,2.420335208
Tonga,2015,100781,-0.244786034
Tonga,2016,101133,0.348663646
Tonga,2017,101998,0.851672299
Tonga,2018,,1.168657761
Tonga,2019,,1.248987063
Trinidad and Tobago,2015,1370328,0.584484971
Trinidad and Tobago,2016,1377564,0.52665947
Trinidad and Tobago,2017,1384072,0.471315702
Trinidad and Tobago,2018,,0.417170469
Trinidad and Tobago,2019,,0.36734766
Tunisia,2015,11179949,1.049753044
Tunisia,2016,11303946,1.10299623
Tunisia,2017,11433443,1.139078899
Tunisia,2018,,1.145827766
Tunisia,2019,,1.113643743
Turkey,2015,78529409,1.666051682
Turkey,2016,79821724,1.632250641
Turkey,2017,81101892,1.591059209
Turkey,2018,,1.490444868
Turkey,2019,,1.339260351
Turkmenistan,2015,5565287,1.79414627
Turkmenistan,2016,5662372,1.729432997
Turkmenistan,2017,5757669,1.66898196
Turkmenistan,2018,,1.606415757
Turkmenistan,2019,,1.546389218
Turks and Caicos Islands,2015,35981,1.715529108
Turks and Caicos Islands,2016,36559,1.593637256
Turks and Caicos Islands,2017,37115,1.509380666
Turks and Caicos Islands,2018,,1.471008071
Turks and Caicos Islands,2019,,1.386860448
Tuvalu,2015,11099,1.150844109
Tuvalu,2016,11225,1.128841946
Tuvalu,2017,11370,1.283487413
Tuvalu,2018,,1.206413793
Tuvalu,2019,,1.192032773
Uganda,2015,38225453,3.496089167
Uganda,2016,39647506,3.65264431
Uganda,2017,41162465,3.749875169
Uganda,2018,,3.7213873
Uganda,2019,,3.555740529
Ukraine,2015,45154029,-0.261251889
Ukraine,2016,45004645,-0.331331574
Ukraine,2017,44831135,-0.386347533
Ukraine,2018,,-0.466425621
Ukraine,2019,,-0.533355282
United Arab Emirates,2015,9262900,0.52741154
United Arab Emirates,2016,9360980,1.053281129
United Arab Emirates,2017,9487203,1.339385202
United Arab Emirates,2018,,1.50389676
United Arab Emirates,2019,,1.438780445
United Kingdom,2015,65128861,0.792367506
United Kingdom,2016,65595565,0.757874493
United Kingdom,2017,66058859,0.679374474
United Kingdom,2018,,0.605929132
United Kingdom,2019,,0.56125539
United States,2015,320742673,0.730641178
United States,2016,323071342,0.716669413
United States,2017,325147121,0.631007893
United States,2018,,0.522337358
United States,2019,,0.473953539
Uruguay,2015,3412009,0.339819684
Uruguay,2016,3424132,0.354674156
Uruguay,2017,3436646,0.364798683
Uruguay,2018,,0.367502623
Uruguay,2019,,0.359859761
Uzbekistan,2015,31298900,1.744258375
Uzbekistan,2016,31847900,1.738849262
Uzbekistan,2017,32388600,1.683506325
Uzbekistan,2018,,1.736986377
Uzbekistan,2019,,1.877363542
Vanuatu,2015,271130,2.707363995
Vanuatu,2016,278330,2.620904941
Vanuatu,2017,285510,2.546959469
Vanuatu,2018,,2.480280726
Vanuatu,2019,,2.430920193
Venezuela RB,2015,30081829,2015
Venezuela RB,2016,29846179,2016
Venezuela RB,2017,29390409,2017
Venezuela RB,2018,,2018
Venezuela RB,2019,,2019
Vietnam,2015,92677076,1.043962275
Vietnam,2016,93638724,1.032286623
Vietnam,2017,94596642,1.017796272
Vietnam,2018,,0.992716375
Vietnam,2019,,0.960110494
Virgin Islands (U.S.),2015,107710,-0.161414546
Virgin Islands (U.S.),2016,107510,-0.185856387
Virgin Islands (U.S.),2017,107268,-0.22534906
Virgin Islands (U.S.),2018,,-0.271651781
Virgin Islands (U.S.),2019,,-0.323958188
West Bank and Gaza,2015,4270092,2.290480058
West Bank and Gaza,2016,4367088,2.246105276
West Bank and Gaza,2017,4454805,1.988686349
West Bank and Gaza,2018,,2.533011484
West Bank and Gaza,2019,,2.511782463
Yemen Rep.,2015,26497889,2015
Yemen Rep.,2016,27168210,2016
Yemen Rep.,2017,27834821,2017
Yemen Rep.,2018,,2018
Yemen Rep.,2019,,2019
Zambia,2015,15879361,3.066874538
Zambia,2016,16363507,3.003345679
Zambia,2017,16853688,2.951583275
Zambia,2018,,2.912801004
Zambia,2019,,2.892372927
Zimbabwe,2015,13814629,1.663812851
Zimbabwe,2016,14030390,1.549758816
Zimbabwe,2017,14236745,1.460060709
Zimbabwe,2018,,1.410782722
Zimbabwe,2019,,1.419681046
